0,2022,5,20,"Q4W2 - Elec",1,once,normal
1,2022,5,20,"Q4W2 - Fili",1,once,normal
2,2022,5,19,"Webinar dry-run",1,once,normal
3,2022,5,14,"Research RRL",1,once,normal
4,2023,8,28,"Start of School year",1,once,normal
5,2023,8,1,"(Physics) Motion in 2D",1,once,normal
6,2023,8,1,"(Biology) Cell Theory",1,once,normal
